id,MSISID,LEVEL,URL,geometry_wkt
44,5155-NH-RSG-0024,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0024.pdf,"LINESTRING (121.61579956583083 25.09776977588113, 121.6157996224229 25.097781078576478, 121.61580769996941 25.09779045211259, 121.61582932743703 25.097791310249878, 121.61583946680352 25.097782790954856, 121.6158472280351 25.09777102331286, 121.61585488463066 25.09775941431825, 121.61586254044198 25.09774780426104, 121.61586883122816 25.09773826475766)"
45,5155-NH-SOT-0001,第四類,http://210.69.23.171/MSIS/PDF/5155-NH-SOT-0001.pdf,"LINESTRING (121.6181083364182 25.095308595195345, 121.61811873045325 25.095312861467526, 121.61812912448902 25.09531712773897, 121.61814076969026 25.09529467993763, 121.61815241488732 25.095272232135382, 121.61816159933731 25.09527237617592, 121.61818016294261 25.095265934499505, 121.61821278587693 25.09522425285468)"
46,4955-NH-GSW-0001,第四類,http://210.69.23.171/MSIS/PDF/4955-NH-GSW-0001.pdf,"LINESTRING (121.60576529820885 25.096108742448806, 121.6057589269883 25.096111490382953, 121.60575174459662 25.096114602745914, 121.6057445622046 25.09611771510853, 121.6057297323943 25.096124131317858, 121.60571380381597 25.096130895073138, 121.6057035105146 25.096135218854364, 121.60568987782584 25.09614062651922, 121.60567608762021 25.09614571691898, 121.60566238231083 25.096150972957282, 121.60564867927663 25.09615622499512, 121.60563497164406 25.096161476002425, 121.6056220428972 25.096166153599007, 121.6056126504502 25.09616943296703, 121.60560475299728 25.09617229546082, 121.6055949211543 25.096174931125905, 121.60558535741839 25.09617739900183)"
47,5055-NH-GDS-0005,第五類,http://210.69.23.171/MSIS/PDF/5055-NH-GDS-0005.pdf,"LINESTRING (121.61430995023265 25.09583594067715, 121.61428211953593 25.09584549660235, 121.61425429397782 25.0958550461752, 121.61422645717683 25.095864604586183, 121.61419863241096 25.095874153289667, 121.61418053282893 25.095880366382065, 121.61415062561105 25.09589126812554)"
48,5055-NH-GDS-0006,第四類,http://210.69.23.171/MSIS/PDF/5055-NH-GDS-0006.pdf,"LINESTRING (121.61432114342722 25.095862971867536, 121.61429331272534 25.09587252779491, 121.61426548246291 25.095882078983013, 121.61423765076981 25.095891635640978, 121.6142098202867 25.09590118630741, 121.6141920244347 25.095907295137984, 121.61417470676284 25.095913607756337)"
49,5055-NH-GDS-0007,第四類,http://210.69.23.171/MSIS/PDF/5055-NH-GDS-0007.pdf,"LINESTRING (121.61417529974088 25.095983429980752, 121.61416285472164 25.09599083022193, 121.61415649176766 25.09599461569629, 121.61413853506049 25.09600015192379, 121.61413863003519 25.096019173323295, 121.6141495776078 25.096041557899138, 121.6141616774954 25.096066298424333, 121.61416734266999 25.096077843100424)"
50,5055-NH-GDS-0008,第四類,http://210.69.23.171/MSIS/PDF/5055-NH-GDS-0008.pdf,"LINESTRING (121.61419193715005 25.0961281496912, 121.61417079635898 25.096085333797433)"
51,5055-NH-GDS-0009,第五類,http://210.69.23.171/MSIS/PDF/5055-NH-GDS-0009.pdf,"LINESTRING (121.61438540302424 25.09640772123786, 121.61437341369275 25.0964325272362, 121.61436143369792 25.096457313906214, 121.6143494550862 25.096482100405133, 121.61433555192123 25.096506026590305, 121.61432124532298 25.096529775058727, 121.6143140969788 25.096541649271902, 121.6143069486333 25.09655352348477, 121.61430292362412 25.096560194284464, 121.61431134280572 25.096578095561952, 121.61431821517237 25.096592712655983, 121.61434230009738 25.096604128237523, 121.61436872391013 25.096616552980063, 121.61439504994834 25.09662916079907, 121.61442142485923 25.096641672558764)"
52,5055-NH-GDS-0010,第三類,http://210.69.23.171/MSIS/PDF/5055-NH-GDS-0010.pdf,"LINESTRING (121.61266717719928 25.097473620473767, 121.61264202713059 25.09747908935999, 121.61260161057973 25.097487877935176, 121.61259029410236 25.097487026395854, 121.61257897762516 25.09748617485563, 121.6125359517357 25.097463733129164, 121.61249292586173 25.09744129138983, 121.61247899618117 25.097435304727547, 121.61246506650193 25.097429318063906)"
53,5055-NH-GDS-0011,第五類,http://210.69.23.171/MSIS/PDF/5055-NH-GDS-0011.pdf,"LINESTRING (121.6106944385844 25.09772105126333, 121.61068648545236 25.097721392621004, 121.61068139605443 25.097721611063655, 121.61067540600362 25.097723247206382, 121.61066941595263 25.097724883348842, 121.61066367998544 25.097727773323864, 121.61065794401799 25.097730663298655, 121.61065067211695 25.097734710654457, 121.61064340021545 25.09773875800992, 121.61063316790828 25.09774360749416, 121.61062293560029 25.09774845697771, 121.61060840237063 25.0977536897961, 121.61059386913969 25.097758922613068, 121.61057675840843 25.09776353938404)"
54,5055-NH-GMS-0012,第五類,http://210.69.23.171/MSIS/PDF/5055-NH-GMS-0012.pdf,"LINESTRING (121.61420511947462 25.095944263680334, 121.61415218162354 25.09597088890805)"
55,5055-NH-GMS-0013,第四類,http://210.69.23.171/MSIS/PDF/5055-NH-GMS-0013.pdf,"LINESTRING (121.61272863327208 25.09744717258525, 121.61271874856537 25.097452122086185, 121.61268244367548 25.097470300773903, 121.61266717719928 25.097473620473767)"
56,5055-NH-RCR-0001,第五類,http://210.69.23.171/MSIS/PDF/5055-NH-RCR-0001.pdf,"LINESTRING (121.61115858837732 25.097727845046563, 121.61115335592737 25.097750828689055, 121.61114812347557 25.09777381233133, 121.61113894347892 25.097772793247184, 121.61112976348244 25.09777177416248, 121.61111811269866 25.09776998950034, 121.6111064619152 25.09776820483727, 121.61109481113209 25.097766420173276, 121.61108316034927 25.09776463550838, 121.61106059958648 25.09776050790777, 121.61103803882511 25.097756380303718, 121.61102474032445 25.097753706449016, 121.61101649268824 25.097752048142528, 121.61099745965632 25.097736469404815, 121.61097809543271 25.097720722374646)"
57,5055-NH-RSG-0011,第四類,http://210.69.23.171/MSIS/PDF/5055-NH-RSG-0011.pdf,"LINESTRING (121.60922944677687 25.09674239187894, 121.60920210748704 25.096752666342837, 121.60918508426249 25.096758935777167, 121.60915323049318 25.0967699907752, 121.60914123929886 25.096774164519697, 121.60912414842001 25.09677974467992)"
58,5055-NH-SSG-0002,第四類,http://210.69.23.171/MSIS/PDF/5055-NH-SSG-0002.pdf,"LINESTRING (121.61430956291424 25.09610204857254, 121.61433047220994 25.096214194149614)"
59,5055-NH-SSG-0003,第五類,http://210.69.23.171/MSIS/PDF/5055-NH-SSG-0003.pdf,"LINESTRING (121.61319864609221 25.09762717359746, 121.6132019377521 25.097624174265988, 121.61322009584792 25.097609261839505, 121.61323825393933 25.097594349410855, 121.6132576230514 25.097580727477116, 121.61327699215917 25.097567105540893, 121.61329785808141 25.097555422926277, 121.61331872399967 25.097543740308772, 121.61334130630682 25.097534289510893, 121.61336388861048 25.097524838709642, 121.61338811256996 25.09751655022955, 121.61341233652612 25.097508261745563, 121.61343805133718 25.097499723338597, 121.61346376614458 25.097491184927254, 121.61349025355462 25.097481510314186, 121.61351674096039 25.09747183569648, 121.61354097375768 25.097462341930143, 121.61356520655112 25.097452848159925, 121.61358358014232 25.09744537378981, 121.6136019537312 25.09743789941748, 121.61361206532062 25.09743372280844, 121.61362217690936 25.09742954619871, 121.61362639095024 25.097427650961844, 121.61363060499103 25.09742575572484, 121.61363940882217 25.09741977894363, 121.61364743533866 25.09741498803293, 121.61365319690482 25.097412278395808, 121.6136589584707 25.09740956875844, 121.61366668264623 25.097406774263977, 121.61367440682136 25.097403979769112, 121.61368407380021 25.097401105012636, 121.61369374077863 25.09739823025552, 121.61370529073805 25.097395207774554, 121.61371684069691 25.09739218529269, 121.61373026874706 25.097389028648447, 121.61374369679649 25.097385872003002, 121.61375922722065 25.09738282401982, 121.61377475764398 25.097379776035037, 121.61379266465657 25.0973771515535, 121.61381057166828 25.097374527069803, 121.61383085146115 25.0973725563155, 121.61385113125327 25.09737058555843, 121.61387264812143 25.0973691648948, 121.61389416498906 25.097367744228094, 121.61391548050963 25.097366703563495, 121.61393679602978 25.09736566289584, 121.61395687384163 25.097364938810852, 121.6139769516532 25.097364214723118, 121.61399709764588 25.097364239490442, 121.61401562759679 25.0973642622686, 121.61403510089698 25.097365576467336, 121.61405457419754 25.097366890663494, 121.61407487386312 25.097369894167606, 121.61409517352963 25.097372897668922, 121.61413711564495 25.09738176094843, 121.61415841896421 25.097387211360875, 121.6141797222853 25.097392661770233, 121.61420069607804 25.097398632645337, 121.61422166987272 25.09740460351746, 121.61424036193765 25.09741028591464, 121.61425905400424 25.097415968309445, 121.61427319436848 25.09742045078516, 121.61428349198293 25.097423715113525)"
60,5055-NH-SSG-0004,第五類,http://210.69.23.171/MSIS/PDF/5055-NH-SSG-0004.pdf,"LINESTRING (121.61428901793926 25.097382802099375, 121.61427799235075 25.09738163350759, 121.61426696676243 25.097380464914984, 121.61425622595549 25.097378748954178, 121.6142454851488 25.09737703299258, 121.61423487119687 25.097374910249297, 121.6142242572453 25.09737278750525, 121.61421367661833 25.097370389271447, 121.61420309599181 25.09736799103688, 121.61419278230251 25.09736544273584, 121.6141824686136 25.097362894434085, 121.61417272980769 25.09736031666753, 121.61415397615173 25.097355203274446, 121.61414247403248 25.097351920694592)"
61,5155-NH-GDS-0006,第四類,http://210.69.23.171/MSIS/PDF/5155-NH-GDS-0006.pdf,"LINESTRING (121.61798548095057 25.095252481603783, 121.61802357222841 25.09519056304253, 121.61806156380526 25.095130513662333)"
62,5155-NH-GDS-0007,第四類,http://210.69.23.171/MSIS/PDF/5155-NH-GDS-0007.pdf,"LINESTRING (121.61680298659498 25.095565834515476, 121.61679896052253 25.09554221451737, 121.61679563398287 25.09552284508853, 121.61679174536077 25.09550064359276, 121.61678956321202 25.095488249749607)"
63,5155-NH-GDS-0008,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-GDS-0008.pdf,"LINESTRING (121.61604664088037 25.095280281243255, 121.61602775326224 25.095283068805184)"
64,5155-NH-GDS-0009,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-GDS-0009.pdf,"LINESTRING (121.6153910450613 25.09609365057063, 121.61537202222924 25.096105583812655)"
65,5155-NH-GMS-0014,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-GMS-0014.pdf,"LINESTRING (121.61678956321202 25.095488249749607, 121.61678767202923 25.095477188525184)"
66,5155-NH-GMS-0015,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-GMS-0015.pdf,"LINESTRING (121.61675110531691 25.09557143784201, 121.61677351540797 25.095569558702568)"
67,5155-NH-GMS-0016,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-GMS-0016.pdf,"LINESTRING (121.61587635997836 25.095846634382532, 121.61592745111084 25.095842652430676, 121.61595373194906 25.095841266369025, 121.6159861287769 25.095839420747566, 121.61602509339683 25.09583754784367, 121.61604434286275 25.095836612354894, 121.61607955738776 25.095833050303714, 121.61611286418997 25.09582692953004, 121.61614299933868 25.09581987778313)"
68,5155-NH-GSR-0001,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-GSR-0001.pdf,"LINESTRING (121.61626871276283 25.095856328270333, 121.61630103242581 25.095851702437372, 121.61633335208617 25.095847076597416, 121.61633787929277 25.095908327110628)"
69,5155-NH-GSR-0002,第五類,http://210.69.23.171/MSIS/PDF/5155-NH-GSR-0002.pdf,"LINESTRING (121.61636598775992 25.095912998024218, 121.61637726440505 25.095873215553894, 121.61638854104318 25.095833433082635, 121.61642309569935 25.0958176248779, 121.61645765034649 25.095801816665237)"
70,5155-NH-RBC-0001,第四類,http://210.69.23.171/MSIS/PDF/5155-NH-RBC-0001.pdf,"LINESTRING (121.61630408618777 25.095247989434288, 121.61631279600773 25.095290590910544, 121.6161839317392 25.095311350232052, 121.61613411757651 25.095304257176366)"
71,5155-NH-RSG-0012,第四類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0012.pdf,"LINESTRING (121.61598054492764 25.09546606108651, 121.61596789001523 25.095470275499384, 121.61591855959965 25.095485448597266, 121.61584985249111 25.095511069506635)"
72,5155-NH-RSG-0013,第四類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0013.pdf,"LINESTRING (121.61604664088037 25.095280281243255, 121.61601737645098 25.095135561008004, 121.61613446870145 25.095116398214085)"
73,5155-NH-RSG-0022,第四類,http://210.69.23.171/MSIS/PDF/5155-NH-RSG-0022.pdf,"LINESTRING (121.61631279600773 25.095290590910544, 121.61631440724351 25.09529988042289, 121.61618403718755 25.095320959633415)"
74,5056-NH-RSG-0002,第四類,http://210.69.23.171/MSIS/PDF/5056-NH-RSG-0002.pdf,"LINESTRING (121.60770041211394 25.103525896195407, 121.60771411680588 25.10355045912422, 121.60772782150342 25.10357502205158, 121.60774948429143 25.103599877369497, 121.60777114708827 25.10362473268403, 121.60778475887035 25.10363149747902, 121.60779348533781 25.10363583436515)"
75,4956-NH-GDS-0017,第五類,http://210.69.23.171/MSIS/PDF/4956-NH-GDS-0017.pdf,"LINESTRING (121.60671201392923 25.104318312967216, 121.60674842791916 25.104282603765228, 121.60675620601256 25.104272109735902)"
76,4956-NH-GDS-0018,第五類,http://210.69.23.171/MSIS/PDF/4956-NH-GDS-0018.pdf,"LINESTRING (121.60672789838694 25.104343725400646, 121.60675066920305 25.104312847093507)"
77,4956-NH-GDS-0019,第四類,http://210.69.23.171/MSIS/PDF/4956-NH-GDS-0019.pdf,"LINESTRING (121.60601799899504 25.10445152327341, 121.60604103639835 25.104468654367174, 121.60605725705886 25.104480703523066, 121.60607245991528 25.104497242856432, 121.60608199851069 25.10450762291996, 121.6060839522926 25.10450974551988, 121.60609154818518 25.104518011117825, 121.60610108942997 25.104528389163473, 121.60611062566936 25.10453878760095, 121.60612018721464 25.104549157692535, 121.6061297295992 25.104559543932965, 121.6061393654952 25.104569852508646, 121.6061495480149 25.104579731884126, 121.60615971900249 25.104589603616674, 121.60616989082351 25.104599483703687, 121.60618007402728 25.104609362496777, 121.60619024451653 25.10461923465698, 121.60620041997525 25.10462911163858, 121.60621059508658 25.104638988280634, 121.60621802879649 25.10464625979149)"
78,4956-NH-GDS-0020,第五類,http://210.69.23.171/MSIS/PDF/4956-NH-GDS-0020.pdf,"LINESTRING (121.60587757823548 25.10441617835124, 121.6058751417664 25.10444678052471, 121.60590280425521 25.10445451095273, 121.60593127162367 25.10446246630215, 121.60594055556875 25.104465060745916)"
79,4956-NH-GDS-0021,第五類,http://210.69.23.171/MSIS/PDF/4956-NH-GDS-0021.pdf,"LINESTRING (121.60588265296657 25.104517768276313, 121.60584538578176 25.10450541689727, 121.60583786150131 25.10451813323295)"
80,4956-NH-GDS-0022,第四類,http://210.69.23.171/MSIS/PDF/4956-NH-GDS-0022.pdf,"LINESTRING (121.60569836466819 25.10447005927312, 121.60574425027717 25.10448801300991, 121.6057466543023 25.104488951120086, 121.60576767221899 25.104495756105056, 121.60579569759012 25.104504829892413, 121.60580970710508 25.104509374915118, 121.60582372296595 25.10451390367461, 121.60583773160563 25.104518441806892, 121.60585174518378 25.10452297642764, 121.6058657578772 25.10452751331466, 121.6058802326068 25.10453219979329)"
81,4956-NH-GDS-0023,第四類,http://210.69.23.171/MSIS/PDF/4956-NH-GDS-0023.pdf,"LINESTRING (121.60588511690878 25.10453345277235, 121.60594547853299 25.10454346184415)"
82,4956-NH-GDS-0024,第五類,http://210.69.23.171/MSIS/PDF/4956-NH-GDS-0024.pdf,"LINESTRING (121.60689163879371 25.10426200116104, 121.6069110975914 25.10428387640155, 121.6069193780181 25.10429322071919, 121.60694197218713 25.104318717836488, 121.60695757966589 25.10433633058991, 121.60697101668951 25.104345832917996)"
83,4956-NH-GDS-0025,第四類,http://210.69.23.171/MSIS/PDF/4956-NH-GDS-0025.pdf,"LINESTRING (121.60701315092172 25.1043460428569, 121.60703097484156 25.104331371783115, 121.60703661260244 25.10432056036402, 121.6070422503623 25.104309748944694, 121.60706665772616 25.104279008337556, 121.60709106507791 25.104248267726508, 121.60709272691528 25.10424602257051, 121.6070885424587 25.104244215567274, 121.60705021220424 25.104227454117062, 121.60707616781302 25.1041628886521, 121.60709066903645 25.10416805816077, 121.60711682969735 25.10417957916173, 121.6071866419035 25.104211620382834, 121.60721464459039 25.104224481245197)"
